"","Easting","Northing","Height","Population","i1_SVM","i6_SVM","i11_SVM","iv14_SVM","i1_MRF","i6_MRF","i11_MRF","iv14_MRF","i1_Change","i6_Change","i11_Change","iv14_Change","i1_Energy","i6_Energy","i11_Energy","iv14_Energy"
"12662",634013.098395521,213092.940495725,795.156433105469,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00490406321093561,0.00558589336246683,0.000273082740629883,0.230501689809613
"12663",635522.478681629,213092.940495725,889.886352539062,3,1,2,1,2,1,2,1,1,0,0,0,1,0.00495347348301651,0.100331674898051,0.0950895113740039,0.881651147326831
"12664",637031.858967737,213092.940495725,851.519653320312,1,1,2,1,2,1,2,1,1,0,0,0,1,0.00501539270447308,0.150787812726038,0.145644168476746,0.701672088905313
"12665",638541.239253845,213092.940495725,805.36376953125,1,1,2,1,2,1,2,1,1,0,0,0,1,0.00509033121887726,0.116609986656563,0.111596720973702,0.890051211013845
"12666",640050.619539953,213092.940495725,783.807434082031,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00517861451584745,0.00545607439069294,0.000610382330139636,0.25357000233063
"12667",641559.999826061,213092.940495725,733.659484863281,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00528037061732021,0.00541337899220461,0.000779585735684311,0.106976341638057
"12668",643069.380112169,213092.940495725,799.611877441406,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00539551812770629,0.00536728245896318,0.000999207468662372,0.17242881602616
"12669",644578.760398277,213092.940495725,787.817565917969,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00552375634062193,0.00531815195335653,0.00116160639172479,0.103736204590108
"12670",646088.140684385,213092.940495725,774.173706054688,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00566455939035929,0.106119045587563,0.00149567229137877,0.00100229099436764
"12671",647597.520970493,213092.940495725,670.913879394531,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00581717693714642,0.132069631323169,0.00192214486464512,0.173297004120071
"12672",649106.901256601,213092.940495725,632.989685058594,3,1,2,1,2,1,2,1,1,0,0,0,1,0.00598064419521156,0.0954361949496382,0.100164159649554,1.32621636910939
"12673",650616.281542709,213092.940495725,610.898010253906,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00615380416209921,0.0786027015286202,0.174402345551748,0.390790394979318
"12674",652125.661828817,213092.940495725,733.381164550781,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00633534460828257,0.11629670643072,0.122363607854028,0.485983285182716
"12675",653635.042114925,213092.940495725,714.815979003906,1,1,2,1,2,1,2,1,1,0,0,0,1,0.0065238516919377,0.255369408273817,0.00518954844754484,1.31666214974783
"12676",655144.422401033,213092.940495725,681.910400390625,1,1,2,1,2,1,1,1,2,0,1,0,0,0.172580193293787,1.32385335608129,0.00664471591945907,0.242272817974191
"12677",656653.802687141,213092.940495725,681.355712890625,1,1,2,1,2,2,2,1,2,1,0,0,0,0.758190225583182,0.159093485491719,0.118078111380118,0.00033807850724393
"12678",658163.182973249,213092.940495725,605.331481933594,1,1,2,1,2,2,2,1,2,1,0,0,0,0.762055230176072,0.280414236774923,0.160409514849715,0.161788844833303
"12679",659672.563259357,213092.940495725,555.693603515625,1,1,2,1,2,1,1,1,1,0,1,0,1,0.234854592833255,1.03450700269999,0.111310991154562,1.67047523565282
"12680",661181.943545465,213092.940495725,544.519775390625,1,1,2,1,2,1,1,1,2,0,1,0,0,0.00752455627387542,1.08908343264234,0.122040840387179,0.143812888192267
"12681",662691.323831573,213092.940495725,443.725769042969,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00773031101504885,0.131151689464406,0.28950832777699,0.000213092324055231
"12682",664200.704117681,213092.940495725,433.850128173828,1,1,2,1,2,1,2,1,2,0,0,0,0,0.00793798148693396,0.120401490247875,0.291756302460128,0.139488521352888
"12683",665710.084403789,213092.940495725,421.237548828125,1,1,2,2,2,1,2,1,1,0,0,1,1,0.00814887453830673,0.309262308972415,0.394727962617362,1.7393800895946
"12684",667219.464689897,213092.940495725,500.706115722656,80,1,2,2,2,1,1,2,2,0,1,0,0,0.120742228967102,1.11265990268011,0.654849636413618,0.315796240763476
"12685",668728.844976005,213092.940495725,661.200561523438,1,1,2,2,2,1,1,1,2,0,1,1,0,0.32956472202128,0.973798910067952,0.9366969343265,0.136367970284743
